id	label	description	url	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Citations>	weight<Norm. citations>	score<Pub. year>	score<Citations>	score<Norm. citations>
271	liu (2014a)	"<table><tr><td>Authors:</td><td>liu, xuan; li, zuyi</td></tr><tr><td>Title:</td><td>local load redistribution attacks in power systems with incomplete network information</td></tr><tr><td>Source:</td><td>ieee transactions on smart grid, 5(4), 1665-1676</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.1109/tsg.2013.2291661	-1.1216	-0.3064	3	185	283	207	6.0375	2014	207	6.0375
272	li (2017a)	"<table><tr><td>Authors:</td><td>li, yuzhe; quevedo, daniel e.; dey, subhrakanti; shi, ling</td></tr><tr><td>Title:</td><td>sinr-based dos attack on remote state estimation: a game-theoretic approach</td></tr><tr><td>Source:</td><td>ieee transactions on control of network systems, 4(3), 632-642</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1109/tcns.2016.2549640	-0.5745	0.4578	2	127	208	218	6.6407	2017	218	6.6407
276	chen (2018a)	"<table><tr><td>Authors:</td><td>chen, bo; ho, daniel w. c.; hu, guoqiang; yu, li</td></tr><tr><td>Title:</td><td>secure fusion estimation for bandwidth constrained cyber-physical systems under replay attacks</td></tr><tr><td>Source:</td><td>ieee transactions on cybernetics, 48(6), 1862-1876</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1109/tcyb.2017.2716115	-0.641	0.2302	2	231	323	207	6.9755	2018	207	6.9755
277	qin (2018)	"<table><tr><td>Authors:</td><td>qin, jiahu; li, menglin; shi, ling; yu, xinghuo</td></tr><tr><td>Title:</td><td>optimal denial-of-service attack scheduling with energy constraint over packet-dropping networks</td></tr><tr><td>Source:</td><td>ieee transactions on automatic control, 63(6), 1648-1663</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1109/tac.2017.2756259	-0.6593	0.4665	2	157	298	214	7.2113	2018	214	7.2113
279	karimipour (2019a)	"<table><tr><td>Authors:</td><td>karimipour, hadis; dehghantanha, ali; parizi, reza m.; choo, kim-kwang raymond; leung, henry</td></tr><tr><td>Title:</td><td>a deep and scalable unsupervised machine learning system for cyber-attack detection in large-scale smart grids</td></tr><tr><td>Source:</td><td>ieee access, 7, 80778-80788</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1109/access.2019.2920326	-0.9161	-0.1657	3	308	588	205	7.2611	2019	205	7.2611
284	peng (2019)	"<table><tr><td>Authors:</td><td>peng, chen; sun, hongtao; yang, mingjin; wang, yu-long</td></tr><tr><td>Title:</td><td>a survey on security communication and control for smart grids under malicious cyber attacks</td></tr><tr><td>Source:</td><td>ieee transactions on systems, man, and cybernetics: systems, 49(8), 1554-1569</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1109/tsmc.2018.2884952	-0.5953	0.406	2	512	1138	219	7.757	2019	219	7.757
286	beg (2017)	"<table><tr><td>Authors:</td><td>beg, omar ali; johnson, taylor t.; davoudi, ali</td></tr><tr><td>Title:</td><td>detection of false-data injection attacks in cyber-physical dc microgrids</td></tr><tr><td>Source:</td><td>ieee transactions on industrial informatics, 13(5), 2693-2703</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1109/tii.2017.2656905	-0.9824	-0.0215	3	352	705	201	6.1228	2017	201	6.1228
289	li (2015b)	"<table><tr><td>Authors:</td><td>li, shang; yilmaz, yasin; wang, xiaodong</td></tr><tr><td>Title:</td><td>quickest detection of false data injection attack in wide-area smart grids</td></tr><tr><td>Source:</td><td>ieee transactions on smart grid, 6(6), 2725-2735</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1109/tsg.2014.2374577	-1.1028	-0.3057	3	210	338	230	6.0434	2015	230	6.0434
292	eskandari (2020)	"<table><tr><td>Authors:</td><td>eskandari, mojtaba; janjua, zaffar haider; vecchio, massimo; antonelli, fabio</td></tr><tr><td>Title:</td><td>passban ids: an intelligent anomaly-based intrusion detection system for iot edge devices</td></tr><tr><td>Source:</td><td>ieee internet of things journal, 7(8), 6882-6897</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1109/jiot.2020.2970501	0.9694	-0.1038	1	160	253	210	8.5877	2020	210	8.5877
293	ariyaluran habeeb (2019)	"<table><tr><td>Authors:</td><td>ariyaluran habeeb, riyaz ahamed; nasaruddin, fariza; gani, abdullah; targio hashem, ibrahim abaker; ahmed, ejaz; imran, muhammad</td></tr><tr><td>Title:</td><td>real-time big data processing for anomaly detection: a survey</td></tr><tr><td>Source:</td><td>international journal of information management, 45, 289-307</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1016/j.ijinfomgt.2018.08.006	1.0401	0.0063	1	134	190	244	8.6425	2019	244	8.6425
294	zio (2018)	"<table><tr><td>Authors:</td><td>zio, e.</td></tr><tr><td>Title:</td><td>the future of risk assessment</td></tr><tr><td>Source:</td><td>reliability engineering and system safety, 177, 176-190</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1016/j.ress.2018.04.020	-0.2036	0.1088	2	158	233	240	8.0875	2018	240	8.0875
298	musleh (2019a)	"<table><tr><td>Authors:</td><td>musleh, ahmed s.; yao, gang; muyeen, s.m.</td></tr><tr><td>Title:</td><td>blockchain applications in smart grid-review and frameworks</td></tr><tr><td>Source:</td><td>ieee access, 7, 86746-86757</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1109/access.2019.2920682	0.0321	-0.2686	3	205	330	208	7.3674	2019	208	7.3674
300	vasilomanolakis (2015)	"<table><tr><td>Authors:</td><td>vasilomanolakis, emmanouil; karuppayah, shankar; muhlhauser, max; fischer, mathias</td></tr><tr><td>Title:</td><td>taxonomy and survey of collaborative intrusion detection</td></tr><tr><td>Source:</td><td>acm computing surveys, 47(4)</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1145/2716260	0.9882	0.0476	1	94	131	239	6.2799	2015	239	6.2799
305	mahdavifar (2019)	"<table><tr><td>Authors:</td><td>mahdavifar, samaneh; ghorbani, ali a.</td></tr><tr><td>Title:</td><td>application of deep learning to cybersecurity: a survey</td></tr><tr><td>Source:</td><td>neurocomputing, 347, 149-176</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1016/j.neucom.2019.02.056	1.186	0.0842	1	206	560	183	6.4819	2019	183	6.4819
308	husák (2019)	"<table><tr><td>Authors:</td><td>husák, martin; komárková, jana; bou-harb, elias; čeleda, pavel</td></tr><tr><td>Title:</td><td>survey of attack projection, prediction, and forecasting in cyber security</td></tr><tr><td>Source:</td><td>ieee communications surveys and tutorials, 21(1), 640-660</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1109/comst.2018.2871866	1.0127	0.0446	1	138	185	177	6.2693	2019	177	6.2693
309	mahmoud (2019)	"<table><tr><td>Authors:</td><td>mahmoud, magdi s.; hamdan, mutaz m.; baroudi, uthman a.</td></tr><tr><td>Title:</td><td>modeling and control of cyber-physical systems subject to cyber attacks: a survey of recent advances and challenges</td></tr><tr><td>Source:</td><td>neurocomputing, 338, 101-115</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1016/j.neucom.2019.01.099	-0.6778	0.4935	2	524	1696	175	6.1985	2019	175	6.1985
310	tange (2020)	"<table><tr><td>Authors:</td><td>tange, koen; de donno, michele; fafoutis, xenofon; dragoni, nicola</td></tr><tr><td>Title:</td><td>a systematic survey of industrial internet of things security: requirements and fog computing opportunities</td></tr><tr><td>Source:</td><td>ieee communications surveys and tutorials, 22(4), 2489-2520</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1109/comst.2020.3011208	0.6608	-0.1668	1	165	240	192	7.8516	2020	192	7.8516
313	kravchik (2018)	"<table><tr><td>Authors:</td><td>kravchik, moshe; shabtai, asaf</td></tr><tr><td>Title:</td><td>detecting cyber attacks in industrial control systems using convolutional neural networks</td></tr><tr><td>Source:</td><td>proceedings of the acm conference on computer and communications security, 72-83</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1145/3264888.3264896	0.9316	0.1124	1	175	239	187	6.3015	2018	187	6.3015
317	aslan (2020)	"<table><tr><td>Authors:</td><td>aslan, omer; samet, refik</td></tr><tr><td>Title:</td><td>a comprehensive review on malware detection approaches</td></tr><tr><td>Source:</td><td>ieee access, 8, 6249-6271</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1109/access.2019.2963724	1.1073	0.1076	1	90	121	195	7.9743	2020	195	7.9743
319	alrashdi (2019)	"<table><tr><td>Authors:</td><td>alrashdi, ibrahim; alqazzaz, ali; aloufi, esam; alharthi, raed; zohdy, mohamed; ming, hua</td></tr><tr><td>Title:</td><td>ad-iot: anomaly detection of iot cyberattacks in smart city using machine learning</td></tr><tr><td>Source:</td><td>2019 ieee 9th annual computing and communication workshop and conference, ccwc 2019, 305-310</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1109/ccwc.2019.8666450	0.9923	-0.109	1	134	189	184	6.5173	2019	184	6.5173
324	pasqualetti (2011)	"<table><tr><td>Authors:</td><td>pasqualetti, fabio; dorfler, florian; bullo, francesco</td></tr><tr><td>Title:</td><td>cyber-physical attacks in power networks: models, fundamental limitations and monitor design</td></tr><tr><td>Source:</td><td>proceedings of the ieee conference on decision and control, 2195-2201</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"	https://doi.org/10.1109/cdc.2011.6160641	-0.9443	-0.276	3	161	218	197	5.2485	2011	197	5.2485
325	tariq (2019)	"<table><tr><td>Authors:</td><td>tariq, noshina; asim, muhammad; al-obeidat, feras; farooqi, muhammad zubair; baker, thar; hammoudeh, mohammad; ghafir, ibrahim</td></tr><tr><td>Title:</td><td>the security of big data in fog-enabled iot applications including blockchain: a survey</td></tr><tr><td>Source:</td><td>sensors (switzerland), 19(8)</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.3390/s19081788	0.7201	-0.2187	1	147	263	172	6.0922	2019	172	6.0922
327	kasongo (2020)	"<table><tr><td>Authors:</td><td>kasongo, sydney mambwe; sun, yanxia</td></tr><tr><td>Title:</td><td>a deep learning method with wrapper based feature extraction for wireless intrusion detection system</td></tr><tr><td>Source:</td><td>computers and security, 92</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1016/j.cose.2020.101752	1.1802	-0.0078	1	93	197	180	7.3609	2020	180	7.3609
331	gamage (2020)	"<table><tr><td>Authors:</td><td>gamage, sunanda; samarabandu, jagath</td></tr><tr><td>Title:</td><td>deep learning methods in network intrusion detection: a survey and an objective comparison</td></tr><tr><td>Source:</td><td>journal of network and computer applications, 169</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1016/j.jnca.2020.102767	1.1943	0.0107	1	280	667	175	7.1564	2020	175	7.1564
333	verma (2020)	"<table><tr><td>Authors:</td><td>verma, abhishek; ranga, virender</td></tr><tr><td>Title:</td><td>machine learning based intrusion detection systems for iot applications</td></tr><tr><td>Source:</td><td>wireless personal communications, 111(4), 2287-2310</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1007/s11277-019-06986-8	0.9407	-0.0989	1	222	350	172	7.0338	2020	172	7.0338
334	ye (2020)	"<table><tr><td>Authors:</td><td>ye, dan; zhang, tian-yu</td></tr><tr><td>Title:</td><td>summation detector for false data-injection attack in cyber-physical systems</td></tr><tr><td>Source:</td><td>ieee transactions on cybernetics, 50(6), 2338-2345</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1109/tcyb.2019.2915124	-0.6282	0.4572	2	309	653	180	7.3609	2020	180	7.3609
337	asghar (2017)	"<table><tr><td>Authors:</td><td>asghar, muhammad rizwan; dán, györgy; miorandi, daniele; chlamtac, imrich</td></tr><tr><td>Title:</td><td>smart meter data privacy: a survey</td></tr><tr><td>Source:</td><td>ieee communications surveys and tutorials, 19(4), 2820-2835</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1109/comst.2017.2720195	-0.2606	-0.2301	4	227	374	180	5.4831	2017	180	5.4831
338	atat (2018)	"<table><tr><td>Authors:</td><td>atat, rachad; liu, lingjia; wu, jinsong; li, guangyu; ye, chunxuan; yang, yi</td></tr><tr><td>Title:</td><td>big data meet cyber-physical systems: a panoramic survey</td></tr><tr><td>Source:</td><td>ieee access, 6, 73603-73636</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1109/access.2018.2878681	0.5807	-0.1781	1	229	338	175	5.8971	2018	175	5.8971
341	wolf (2018)	"<table><tr><td>Authors:</td><td>wolf, marilyn; serpanos, dimitrios</td></tr><tr><td>Title:</td><td>safety and security in cyber-physical systems and internet-of-things systems</td></tr><tr><td>Source:</td><td>proceedings of the ieee, 106(1), 9-20</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1109/jproc.2017.2781198	-0.8068	0.0093	3	294	542	172	5.796	2018	172	5.796
343	khayat (2020)	"<table><tr><td>Authors:</td><td>khayat, yousef; guerrero, josep m.; bevrani, hassan; shafiee, qobad; heydari, rasool; naderi, mobin; dragicevic, tomislav; simpson-porco, john w.; dorfler, florian; fathi, mohammad; blaabjerg, frede</td></tr><tr><td>Title:</td><td>on the secondary control architectures of ac microgrids: an overview</td></tr><tr><td>Source:</td><td>ieee transactions on power electronics, 35(6), 6482-6500</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1109/tpel.2019.2951694	-0.803	0.3637	2	183	304	198	8.097	2020	198	8.097
346	ashok (2017)	"<table><tr><td>Authors:</td><td>ashok, aditya; govindarasu, manimaran; wang, jianhui</td></tr><tr><td>Title:</td><td>cyber-physical attack-resilient wide-area monitoring, protection, and control for the power grid</td></tr><tr><td>Source:</td><td>proceedings of the ieee, 105(7), 1389-1407</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1109/jproc.2017.2686394	-0.7964	-0.3229	4	348	689	191	5.8182	2017	191	5.8182
351	yan (2017)	"<table><tr><td>Authors:</td><td>yan, jun; he, haibo; zhong, xiangnan; tang, yufei</td></tr><tr><td>Title:</td><td>q-learning-based vulnerability analysis of smart grid against sequential topology attacks</td></tr><tr><td>Source:</td><td>ieee transactions on information forensics and security, 12(1), 200-210</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1109/tifs.2016.2607701	-0.7525	-0.172	4	416	793	190	5.7877	2017	190	5.7877
353	fernandez maimo (2018)	"<table><tr><td>Authors:</td><td>fernandez maimo, lorenzo; perales gomez, angel luis; garcia clemente, felix j.; gil perez, manuel; martinez perez, gregorio</td></tr><tr><td>Title:</td><td>a self-adaptive deep learning-based system for anomaly detection in 5g networks</td></tr><tr><td>Source:</td><td>ieee access, 6, 7700-7712</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1109/access.2018.2803446	1.0893	0.0239	1	123	170	182	6.133	2018	182	6.133
355	loukas (2017)	"<table><tr><td>Authors:</td><td>loukas, george; vuong, tuan; heartfield, ryan; sakellari, georgia; yoon, yongpil; gan, diane</td></tr><tr><td>Title:</td><td>cloud-based cyber-physical intrusion detection for vehicles using deep learning</td></tr><tr><td>Source:</td><td>ieee access, 6, 3491-3508</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1109/access.2017.2782159	0.6022	-0.0101	1	118	174	174	5.3003	2017	174	5.3003
360	yuan (2012)	"<table><tr><td>Authors:</td><td>yuan, yanling; li, zuyi; ren, kui</td></tr><tr><td>Title:</td><td>quantitative analysis of load redistribution attacks in power systems</td></tr><tr><td>Source:</td><td>ieee transactions on parallel and distributed systems, 23(9), 1731-1738</td></tr><tr><td>Year:</td><td>2012</td></tr></table>"	https://doi.org/10.1109/tpds.2012.58	-0.9922	-0.358	3	179	274	173	4.1693	2012	173	4.1693
362	aceto (2019)	"<table><tr><td>Authors:</td><td>aceto, giuseppe; persico, valerio; pescapé, antonio</td></tr><tr><td>Title:</td><td>a survey on information and communication technologies for industry 4.0: state-of-the-art, taxonomies, perspectives, and challenges</td></tr><tr><td>Source:</td><td>ieee communications surveys and tutorials, 21(4), 3467-3501</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1109/comst.2019.2938259	0.677	-0.1616	1	198	459	194	6.8715	2019	194	6.8715
364	pendleton (2016)	"<table><tr><td>Authors:</td><td>pendleton, marcus; garcia-lebron, richard; cho, jin-hee; xu, shouhuai</td></tr><tr><td>Title:</td><td>a survey on systems security metrics</td></tr><tr><td>Source:</td><td>acm computing surveys, 49(4)</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1145/3005714	0.6932	0.1559	1	90	142	170	5.2994	2016	170	5.2994
365	farivar (2020)	"<table><tr><td>Authors:</td><td>farivar, faezeh; haghighi, mohammad sayad; jolfaei, alireza; alazab, mamoun</td></tr><tr><td>Title:</td><td>artificial intelligence for detection, estimation, and compensation of malicious attacks in nonlinear cyber-physical systems and industrial iot</td></tr><tr><td>Source:</td><td>ieee transactions on industrial informatics, 16(4), 2716-2725</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1109/tii.2019.2956474	-0.6348	0.3723	2	303	556	172	7.0338	2020	172	7.0338
367	rawat (2015a)	"<table><tr><td>Authors:</td><td>rawat, danda b.; bajracharya, chandra</td></tr><tr><td>Title:</td><td>detection of false data injection attacks in smart grid communication systems</td></tr><tr><td>Source:</td><td>ieee signal processing letters, 22(10), 1652-1656</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1109/lsp.2015.2421935	-0.972	-0.1445	3	279	384	179	4.7033	2015	179	4.7033
368	fernandez-carames (2019)	"<table><tr><td>Authors:</td><td>fernandez-carames, tiago m.; fraga-lamas, paula</td></tr><tr><td>Title:</td><td>a review on the application of blockchain to the next generation of cybersecure industry 4.0 smart factories</td></tr><tr><td>Source:</td><td>ieee access, 7, 45201-45218</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1109/access.2019.2908780	0.6825	-0.2275	1	71	183	196	6.9423	2019	196	6.9423
369	tomić (2017)	"<table><tr><td>Authors:</td><td>tomić, ivana; mccann, julie a.</td></tr><tr><td>Title:</td><td>a survey of potential security issues in existing wireless sensor network protocols</td></tr><tr><td>Source:</td><td>ieee internet of things journal, 4(6), 1910-1923</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1109/jiot.2017.2749883	0.5341	-0.1899	1	182	251	198	6.0314	2017	198	6.0314
370	lin (2020)	"<table><tr><td>Authors:</td><td>lin, guanjun; wen, sheng; han, qing-long; zhang, jun; xiang, yang</td></tr><tr><td>Title:</td><td>software vulnerability detection using deep neural networks: a survey</td></tr><tr><td>Source:</td><td>proceedings of the ieee, 108(10), 1825-1848</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1109/jproc.2020.2993293	1.1245	0.1125	1	105	198	199	8.1379	2020	199	8.1379
372	yaacoub (2020a)	"<table><tr><td>Authors:</td><td>yaacoub, jean-paul a.; salman, ola; noura, hassan n.; kaaniche, nesrine; chehab, ali; malli, mohamad</td></tr><tr><td>Title:</td><td>cyber-physical systems security: limitations, issues and future trends</td></tr><tr><td>Source:</td><td>microprocessors and microsystems, 77</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1016/j.micpro.2020.103201	0.2703	-0.0812	1	609	1304	189	7.729	2020	189	7.729
373	giani (2013)	"<table><tr><td>Authors:</td><td>giani, annarita; bitar, eilyan; garcia, manuel; mcqueen, miles; khargonekar, pramod; poolla, kameshwar</td></tr><tr><td>Title:</td><td>smart grid data integrity attacks</td></tr><tr><td>Source:</td><td>ieee transactions on smart grid, 4(3), 1244-1253</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/10.1109/tsg.2013.2245155	-1.0037	-0.3863	3	206	358	175	4.4623	2013	175	4.4623
379	do (2017a)	"<table><tr><td>Authors:</td><td>do, cuong t.; tran, nguyen h.; hong, choongseon; kamhoua, charles a.; kwiat, kevin a.; blasch, erik; ren, shaolei; pissinou, niki; iyengar, sundaraja sitharama</td></tr><tr><td>Title:</td><td>game theory for cyber security and privacy</td></tr><tr><td>Source:</td><td>acm computing surveys, 50(2), 30-37</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1145/3057268	-0.2874	0.1128	2	148	178	173	5.2699	2017	173	5.2699
380	burg (2018)	"<table><tr><td>Authors:</td><td>burg, andreas; chattopadhyay, anupam; lam, kwok-yan</td></tr><tr><td>Title:</td><td>wireless communication and security issues for cyber- physical systems and the internet-of-things</td></tr><tr><td>Source:</td><td>proceedings of the ieee, 106(1), 38-60</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1109/jproc.2017.2780172	0.55	-0.0758	1	112	173	177	5.9645	2018	177	5.9645
381	pajic (2014)	"<table><tr><td>Authors:</td><td>pajic, miroslav; weimer, james; bezzo, nicola; tabuada, paulo; sokolsky, oleg; lee, insup; pappas, george j.</td></tr><tr><td>Title:</td><td>robustness of attack-resilient state estimators</td></tr><tr><td>Source:</td><td>2014 acm/ieee international conference on cyber-physical systems, iccps 2014, 163-174</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.1109/iccps.2014.6843720	-0.5087	0.367	2	207	294	182	5.3083	2014	182	5.3083
398	wang (2018a)	"<table><tr><td>Authors:</td><td>wang, huaizhi; ruan, jiaqi; wang, guibin; zhou, bin; liu, yitao; fu, xueqian; peng, jianchun</td></tr><tr><td>Title:</td><td>deep learning-based interval state estimation of ac smart grids against sparse cyber attacks</td></tr><tr><td>Source:</td><td>ieee transactions on industrial informatics, 14(11), 4766-4778</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1109/tii.2018.2804669	-1.1284	-0.1711	3	340	984	173	5.8297	2018	173	5.8297
400	kumar (2019)	"<table><tr><td>Authors:</td><td>kumar, pardeep; lin, yun; bai, guangdong; paverd, andrew; dong, jin song; martin, andrew</td></tr><tr><td>Title:</td><td>smart grid metering networks: a survey on security, privacy and open research issues</td></tr><tr><td>Source:</td><td>ieee communications surveys and tutorials, 21(3), 2886-2927</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1109/comst.2019.2899354	-0.1712	-0.2495	4	201	385	189	6.6944	2019	189	6.6944
403	cetinkaya (2017)	"<table><tr><td>Authors:</td><td>cetinkaya, ahmet; ishii, hideaki; hayakawa, tomohisa</td></tr><tr><td>Title:</td><td>networked control under random and malicious packet losses</td></tr><tr><td>Source:</td><td>ieee transactions on automatic control, 62(5), 2434-2449</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1109/tac.2016.2612818	-0.5899	0.4698	2	143	249	152	4.6302	2017	152	4.6302
405	cui (2018)	"<table><tr><td>Authors:</td><td>cui, lei; xie, gang; qu, youyang; gao, longxiang; yang, yunyun</td></tr><tr><td>Title:</td><td>security and privacy in smart cities: challenges and opportunities</td></tr><tr><td>Source:</td><td>ieee access, 6, 46134-46145</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1109/access.2018.2853985	0.7576	-0.2048	1	180	315	163	5.4928	2018	163	5.4928
407	guo (2018)	"<table><tr><td>Authors:</td><td>guo, ziyang; shi, dawei; johansson, karl henrik; shi, ling</td></tr><tr><td>Title:</td><td>worst-case stealthy innovation-based linear attack on remote state estimation</td></tr><tr><td>Source:</td><td>automatica, 89, 117-124</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1016/j.automatica.2017.11.018	-0.7934	0.4237	2	246	372	165	5.5601	2018	165	5.5601
408	hu (2016a)	"<table><tr><td>Authors:</td><td>hu, jiankun; vasilakos, athanasios v.</td></tr><tr><td>Title:</td><td>energy big data analytics and security: challenges and opportunities</td></tr><tr><td>Source:</td><td>ieee transactions on smart grid, 7(5), 2423-2436</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1109/tsg.2016.2563461	-0.954	-0.2165	3	357	778	165	5.1435	2016	165	5.1435
409	bai (2017)	"<table><tr><td>Authors:</td><td>bai, cheng-zong; pasqualetti, fabio; gupta, vijay</td></tr><tr><td>Title:</td><td>data-injection attacks in stochastic control systems: detectability and performance tradeoffs</td></tr><tr><td>Source:</td><td>automatica, 82, 251-260</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1016/j.automatica.2017.04.047	-0.8245	0.311	2	389	727	151	4.5997	2017	151	4.5997
410	chen (2012)	"<table><tr><td>Authors:</td><td>chen, pin-yu; cheng, shin-ming; chen, kwang-cheng</td></tr><tr><td>Title:</td><td>smart attacks in smart grid communication networks</td></tr><tr><td>Source:</td><td>ieee communications magazine, 50(8), 24-29</td></tr><tr><td>Year:</td><td>2012</td></tr></table>"	https://doi.org/10.1109/mcom.2012.6257523	-0.8937	-0.3434	3	279	412	157	3.7837	2012	157	3.7837
411	abdollahi biron (2018)	"<table><tr><td>Authors:</td><td>abdollahi biron, zoleikha; dey, satadru; pisu, pierluigi</td></tr><tr><td>Title:</td><td>real-time detection and estimation of denial of service attack in connected vehicle systems</td></tr><tr><td>Source:</td><td>ieee transactions on intelligent transportation systems, 19(12), 3893-3902</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1109/tits.2018.2791484	-0.5521	0.4041	2	237	338	154	5.1895	2018	154	5.1895
414	hu (2016b)	"<table><tr><td>Authors:</td><td>hu, fei; lu, yu; vasilakos, athanasios v.; hao, qi; ma, rui; patil, yogendra; zhang, ting; lu, jiang; li, xin; xiong, neal n.</td></tr><tr><td>Title:</td><td>robust cyber-physical systems: concept, models, and implementation</td></tr><tr><td>Source:</td><td>future generation computer systems, 56, 449-475</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1016/j.future.2015.06.006	-0.4263	0.069	4	377	588	149	4.6447	2016	149	4.6447
415	alec cram (2019)	"<table><tr><td>Authors:</td><td>alec cram, w.; d’arcy, john; proudfoot, jeffrey g.</td></tr><tr><td>Title:</td><td>seeing the forest and the trees: a meta-analysis of the antecedents to information security policy compliance</td></tr><tr><td>Source:</td><td>mis quarterly: management information systems, 43(2), 525-554</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.25300/misq/2019/15117	0.4904	0.3048	5	14	76	165	5.8443	2019	165	5.8443
418	shaukat (2020a)	"<table><tr><td>Authors:</td><td>shaukat, kamran; luo, suhuai; varadharajan, vijay; hameed, ibrahim a.; xu, min</td></tr><tr><td>Title:</td><td>a survey on machine learning techniques for cyber security in the last decade</td></tr><tr><td>Source:</td><td>ieee access, 8, 222310-222354</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1109/access.2020.3041951	1.2046	0.0544	1	293	1206	164	6.7066	2020	164	6.7066
425	zhao (2017a)	"<table><tr><td>Authors:</td><td>zhao, junbo; zhang, gexiang; scala, massimo la; dong, zhao yang; chen, chen; wang, jianhui</td></tr><tr><td>Title:</td><td>short-term state forecasting-aided method for detection of smart grid general false data injection attacks</td></tr><tr><td>Source:</td><td>ieee transactions on smart grid, 8(4), 1580-1590</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1109/tsg.2015.2492827	-1.149	-0.2061	3	314	703	157	4.7825	2017	157	4.7825
