id	label	description	url	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Citations>	weight<Norm. citations>	score<Pub. year>	score<Citations>	score<Norm. citations>
225	alsamhi (2019)	"<table><tr><td>Authors:</td><td>alsamhi, saeed h.; ma, ou; ansari, mohammad samar; almalki, faris a.</td></tr><tr><td>Title:</td><td>survey on collaborative smart drones and internet of things for improving smartness of smart cities</td></tr><tr><td>Source:</td><td>ieee access, 7, 128125-128152</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1109/access.2019.2934998	0.7684	-0.153	1	137	227	161	8.2659	2019	161	8.2659
226	alguliyev (2018)	"<table><tr><td>Authors:</td><td>alguliyev, rasim; imamverdiyev, yadigar; sukhostat, lyudmila</td></tr><tr><td>Title:</td><td>cyber-physical systems and their security issues</td></tr><tr><td>Source:</td><td>computers in industry, 100, 212-223</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1016/j.compind.2018.04.017	0.05	0.1212	2	307	454	161	7.317	2018	161	7.317
229	sun (2019)	"<table><tr><td>Authors:</td><td>sun, nan; zhang, jun; rimba, paul; gao, shang; zhang, leo yu; xiang, yang</td></tr><tr><td>Title:</td><td>data-driven cybersecurity incident prediction: a survey</td></tr><tr><td>Source:</td><td>ieee communications surveys and tutorials, 21(2), 1744-1772</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1109/comst.2018.2885561	1.0385	0.0847	1	179	265	160	8.2145	2019	160	8.2145
231	alsaedi (2020)	"<table><tr><td>Authors:</td><td>alsaedi, abdullah; moustafa, nour; tari, zahir; mahmood, abdun; anwar, adnan</td></tr><tr><td>Title:</td><td>ton_iot telemetry dataset: a new generation dataset of iot and iiot for data-driven intrusion detection systems</td></tr><tr><td>Source:</td><td>ieee access, 8, 165130-165150</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1109/access.2020.3022862	1.0738	-0.0676	1	367	842	158	9.7245	2020	158	9.7245
235	knowles (2015)	"<table><tr><td>Authors:</td><td>knowles, william; prince, daniel; hutchison, david; disso, jules ferdinand pagna; jones, kevin</td></tr><tr><td>Title:</td><td>a survey of cyber security management in industrial control systems</td></tr><tr><td>Source:</td><td>international journal of critical infrastructure protection, 9, 52-80</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1016/j.ijcip.2015.02.002	0.0069	0.0376	4	276	518	157	6.4307	2015	157	6.4307
238	lin (2020)	"<table><tr><td>Authors:</td><td>lin, guanjun; wen, sheng; han, qing-long; zhang, jun; xiang, yang</td></tr><tr><td>Title:</td><td>software vulnerability detection using deep neural networks: a survey</td></tr><tr><td>Source:</td><td>proceedings of the ieee, 108(10), 1825-1848</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1109/jproc.2020.2993293	1.0041	0.1402	1	89	185	156	9.6014	2020	156	9.6014
244	giraldo (2017)	"<table><tr><td>Authors:</td><td>giraldo, jairo; sarkar, esha; cardenas, alvaro a.; maniatakos, michail; kantarcioglu, murat</td></tr><tr><td>Title:</td><td>security and privacy in cyber-physical systems: a survey of surveys</td></tr><tr><td>Source:</td><td>ieee design & test, 34(4), 7-17</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1109/mdat.2017.2709310	-0.0273	0.0727	2	317	482	155	6.8928	2017	155	6.8928
245	li (2016a)	"<table><tr><td>Authors:</td><td>li, zhiyi; shahidehpour, mohammad; alabdulwahab, ahmed; abusorrah, abdullah</td></tr><tr><td>Title:</td><td>bilevel model for analyzing coordinated cyber-physical attacks on power systems</td></tr><tr><td>Source:</td><td>ieee transactions on smart grid, 7(5), 2260-2272</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1109/tsg.2015.2456107	-1.0004	-0.3559	3	292	675	155	7.3703	2016	155	7.3703
247	yan (2017a)	"<table><tr><td>Authors:</td><td>yan, jun; he, haibo; zhong, xiangnan; tang, yufei</td></tr><tr><td>Title:</td><td>q-learning-based vulnerability analysis of smart grid against sequential topology attacks</td></tr><tr><td>Source:</td><td>ieee transactions on information forensics and security, 12(1), 200-210</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1109/tifs.2016.2607701	-0.7376	-0.2135	3	386	739	154	6.8484	2017	154	6.8484
249	guo (2018)	"<table><tr><td>Authors:</td><td>guo, ziyang; shi, dawei; johansson, karl henrik; shi, ling</td></tr><tr><td>Title:</td><td>worst-case stealthy innovation-based linear attack on remote state estimation</td></tr><tr><td>Source:</td><td>automatica, 89, 117-124</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1016/j.automatica.2017.11.018	-0.7973	0.4409	2	341	699	153	6.9534	2018	153	6.9534
251	giani (2013)	"<table><tr><td>Authors:</td><td>giani, annarita; bitar, eilyan; garcia, manuel; mcqueen, miles; khargonekar, pramod; poolla, kameshwar</td></tr><tr><td>Title:</td><td>smart grid data integrity attacks</td></tr><tr><td>Source:</td><td>ieee transactions on smart grid, 4(3), 1244-1253</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/10.1109/tsg.2013.2245155	-1.1061	-0.186	3	263	543	153	4.8725	2013	153	4.8725
257	zhang (2020b)	"<table><tr><td>Authors:</td><td>zhang, tian-yu; ye, dan</td></tr><tr><td>Title:</td><td>false data injection attacks with complete stealthiness in cyber-physical systems: a self-generated approach</td></tr><tr><td>Source:</td><td>automatica, 120</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1016/j.automatica.2020.109117	-0.581	0.5062	2	365	744	150	9.2321	2020	150	9.2321
262	elrawy (2018)	"<table><tr><td>Authors:</td><td>elrawy, mohamed faisal; awad, ali ismail; hamed, hesham f. a.</td></tr><tr><td>Title:</td><td>intrusion detection systems for iot-based smart environments: a survey</td></tr><tr><td>Source:</td><td>journal of cloud computing-advances systems and applications, 7</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1186/s13677-018-0123-6	0.9018	-0.1091	1	248	615	149	6.7716	2018	149	6.7716
263	ashok (2017)	"<table><tr><td>Authors:</td><td>ashok, aditya; govindarasu, manimaran; wang, jianhui</td></tr><tr><td>Title:</td><td>cyber-physical attack-resilient wide-area monitoring, protection, and control for the power grid</td></tr><tr><td>Source:</td><td>proceedings of the ieee, 105(7), 1389-1407</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1109/jproc.2017.2686394	-0.7974	-0.2013	3	393	1013	149	6.626	2017	149	6.626
273	yuan (2012)	"<table><tr><td>Authors:</td><td>yuan, yanling; li, zuyi; ren, kui</td></tr><tr><td>Title:</td><td>quantitative analysis of load redistribution attacks in power systems</td></tr><tr><td>Source:</td><td>ieee transactions on parallel and distributed systems, 23(9), 1731-1738</td></tr><tr><td>Year:</td><td>2012</td></tr></table>"	https://doi.org/10.1109/tpds.2012.58	-1.0535	-0.2591	3	240	423	146	3.7517	2012	146	3.7517
280	liu (2015a)	"<table><tr><td>Authors:</td><td>liu, xuan; bao, zhen; lu, dan; li, zuyi</td></tr><tr><td>Title:</td><td>modeling of local false data injection attacks with reduced network information</td></tr><tr><td>Source:</td><td>ieee transactions on smart grid, 6(4), 1686-1696</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1109/tsg.2015.2394358	-1.0623	-0.3163	3	313	786	142	5.8163	2015	142	5.8163
285	eskandari (2020)	"<table><tr><td>Authors:</td><td>eskandari, mojtaba; janjua, zaffar haider; vecchio, massimo; antonelli, fabio</td></tr><tr><td>Title:</td><td>passban ids: an intelligent anomaly-based intrusion detection system for iot edge devices</td></tr><tr><td>Source:</td><td>ieee internet of things journal, 7(8), 6882-6897</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1109/jiot.2020.2970501	1.0412	-0.1115	1	186	323	141	8.6782	2020	141	8.6782
289	wu (2020a)	"<table><tr><td>Authors:</td><td>wu, wufei; li, renfa; xie, guoqi; an, jiyao; bai, yang; zhou, jia; li, keqin</td></tr><tr><td>Title:</td><td>a survey of intrusion detection for in-vehicle networks</td></tr><tr><td>Source:</td><td>ieee transactions on intelligent transportation systems, 21(3), 919-933</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1109/tits.2019.2908074	0.6919	0.1217	1	124	297	140	8.6166	2020	140	8.6166
290	makhdoom (2019)	"<table><tr><td>Authors:</td><td>makhdoom, imran; abolhasan, mehran; lipman, justin; liu, ren ping; ni, wei</td></tr><tr><td>Title:</td><td>anatomy of threats to the internet of things</td></tr><tr><td>Source:</td><td>ieee communications surveys and tutorials, 21(2), 1636-1675</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1109/comst.2018.2874978	0.7166	-0.1929	1	235	526	140	7.1877	2019	140	7.1877
291	fernandez-carames (2018)	"<table><tr><td>Authors:</td><td>fernandez-carames, tiago m.; fraga-lamas, paula</td></tr><tr><td>Title:</td><td>towards the internet of smart clothing: a review on iot wearables and garments for creating intelligent connected e-textiles</td></tr><tr><td>Source:</td><td>electronics, 7(12)</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.3390/electronics7120405	0.6637	-0.1973	1	126	368	140	6.3626	2018	140	6.3626
293	yaqoob (2019)	"<table><tr><td>Authors:</td><td>yaqoob, ibrar; hashem, ibrahim abaker targio; ahmed, arif; kazmi, s. m. ahsan; hong, choong seon</td></tr><tr><td>Title:</td><td>internet of things forensics: recent advances, taxonomy, requirements, and open challenges</td></tr><tr><td>Source:</td><td>future generation computer systems-the international journal of escience, 92, 265-275</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1016/j.future.2018.09.058	0.8246	-0.1906	1	157	304	139	7.1364	2019	139	7.1364
298	xin (2015)	"<table><tr><td>Authors:</td><td>xin, shujun; guo, qinglai; sun, hongbin; zhang, boming; wang, jianhui; chen, chen</td></tr><tr><td>Title:</td><td>cyber-physical modeling and cyber-contingency assessment of hierarchical control systems</td></tr><tr><td>Source:</td><td>ieee transactions on smart grid, 6(5), 2375-2385</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1109/tsg.2014.2387381	-0.5887	-0.131	3	356	581	138	5.6524	2015	138	5.6524
300	musleh (2019a)	"<table><tr><td>Authors:</td><td>musleh, ahmed s.; yao, gang; muyeen, s. m.</td></tr><tr><td>Title:</td><td>blockchain applications in smart grid-review and frameworks</td></tr><tr><td>Source:</td><td>ieee access, 7, 86746-86757</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1109/access.2019.2920682	-0.032	-0.4007	4	304	527	137	7.0337	2019	137	7.0337
301	burg (2018)	"<table><tr><td>Authors:</td><td>burg, andreas; chattopadhyay, anupam; lam, kwok-yan</td></tr><tr><td>Title:</td><td>wireless communication and security issues for cyber-physical systems and the internet-of-things</td></tr><tr><td>Source:</td><td>proceedings of the ieee, 106(1), 38-60</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1109/jproc.2017.2780172	0.6317	0.0602	1	222	432	137	6.2263	2018	137	6.2263
305	farivar (2020)	"<table><tr><td>Authors:</td><td>farivar, faezeh; haghighi, mohammad sayad; jolfaei, alireza; alazab, mamoun</td></tr><tr><td>Title:</td><td>artificial intelligence for detection, estimation, and compensation of malicious attacks in nonlinear cyber-physical systems and industrial iot</td></tr><tr><td>Source:</td><td>ieee transactions on industrial informatics, 16(4), 2716-2725</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1109/tii.2019.2956474	-0.6366	0.3327	2	383	779	136	8.3704	2020	136	8.3704
306	fraga-lamas (2019)	"<table><tr><td>Authors:</td><td>fraga-lamas, paula; fernandez-carames, tiago m.</td></tr><tr><td>Title:</td><td>a review on blockchain technologies for an advanced and cyber-resilient automotive industry</td></tr><tr><td>Source:</td><td>ieee access, 7, 17578-17598</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1109/access.2019.2895302	0.6585	-0.2593	1	119	326	136	6.9824	2019	136	6.9824
307	kumar (2019)	"<table><tr><td>Authors:</td><td>kumar, pardeep; lin, yun; bai, guangdong; paverd, andrew; dong, jin song; martin, andrew</td></tr><tr><td>Title:</td><td>smart grid metering networks: a survey on security, privacy and open research issues</td></tr><tr><td>Source:</td><td>ieee communications surveys and tutorials, 21(3), 2886-2927</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1109/comst.2019.2899354	-0.0917	-0.3361	4	272	622	136	6.9824	2019	136	6.9824
310	mandavifar (2019)	"<table><tr><td>Authors:</td><td>mandavifar, samaneh; ghorbani, ali a.</td></tr><tr><td>Title:</td><td>application of deep learning to cybersecurity: a survey</td></tr><tr><td>Source:</td><td>neurocomputing, 347, 149-176</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1016/j.neucom.2019.02.056	1.1759	0.0909	1	217	708	135	6.931	2019	135	6.931
311	atat (2018)	"<table><tr><td>Authors:</td><td>atat, rachad; liu, lingjia; wu, jinsong; li, guangyu; ye, chunxuan; yi, yang</td></tr><tr><td>Title:</td><td>big data meet cyber-physical systems: a panoramic survey</td></tr><tr><td>Source:</td><td>ieee access, 6, 73603-73636</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1109/access.2018.2878681	0.5646	-0.1896	1	272	402	135	6.1354	2018	135	6.1354
312	esmalifalak (2017)	"<table><tr><td>Authors:</td><td>esmalifalak, mohammad; liu, lanchao; nguyen, nam; zheng, rong; han, zhu</td></tr><tr><td>Title:</td><td>detecting stealthy false data injection using machine learning in smart grid</td></tr><tr><td>Source:</td><td>ieee systems journal, 11(3), 1644-1652</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1109/jsyst.2014.2341597	-0.8126	-0.3094	3	350	633	135	6.0034	2017	135	6.0034
313	tan (2017a)	"<table><tr><td>Authors:</td><td>tan, song; de, debraj; song, wen-zhan; yang, junjie; das, sajal k.</td></tr><tr><td>Title:</td><td>survey of security advances in smart grid: a data driven approach</td></tr><tr><td>Source:</td><td>ieee communications surveys and tutorials, 19(1), 397-422</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1109/comst.2016.2616442	-0.2037	-0.3049	4	397	1066	135	6.0034	2017	135	6.0034
316	omoniwa (2019)	"<table><tr><td>Authors:</td><td>omoniwa, babatuni; hussain, riaz; javed, muhammad awais; bouk, safdar hussain; malik, shahzad a.</td></tr><tr><td>Title:</td><td>fog/edge computing-based iot (feciot): architecture, applications, and research issues</td></tr><tr><td>Source:</td><td>ieee internet of things journal, 6(3), 4118-4149</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1109/jiot.2018.2875544	0.7315	-0.1666	1	226	524	134	6.8797	2019	134	6.8797
318	avancini (2019)	"<table><tr><td>Authors:</td><td>avancini, danielly b.; rodrigues, joel j. p. c.; martins, simion g. b.; rabelo, ricardo a. l.; al-muhtadi, jalal; solic, petar</td></tr><tr><td>Title:</td><td>energy meters evolution in smart grids: a review</td></tr><tr><td>Source:</td><td>journal of cleaner production, 217, 702-715</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1016/j.jclepro.2019.01.229	-0.1527	-0.3031	4	280	656	134	6.8797	2019	134	6.8797
319	fernandez-carames (2019)	"<table><tr><td>Authors:</td><td>fernandez-carames, tiago m.; fraga-lamas, paula</td></tr><tr><td>Title:</td><td>a review on the application of blockchain to the next generation of cybersecure industry 4.0 smart factories</td></tr><tr><td>Source:</td><td>ieee access, 7, 45201-45218</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1109/access.2019.2908780	0.6611	-0.2588	1	102	290	134	6.8797	2019	134	6.8797
322	bai (2017)	"<table><tr><td>Authors:</td><td>bai, cheng-zong; pasqualetti, fabio; gupta, vijay</td></tr><tr><td>Title:</td><td>data-injection attacks in stochastic control systems: detectability and performance tradeoffs</td></tr><tr><td>Source:</td><td>automatica, 82, 251-260</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1016/j.automatica.2017.04.047	-0.8888	0.1846	2	481	1235	134	5.959	2017	134	5.959
325	tomic (2017)	"<table><tr><td>Authors:</td><td>tomic, ivana; mccann, julie a.</td></tr><tr><td>Title:</td><td>a survey of potential security issues in existing wireless sensor network protocols</td></tr><tr><td>Source:</td><td>ieee internet of things journal, 4(6), 1910-1923</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1109/jiot.2017.2749883	0.6507	-0.1421	1	248	387	133	5.9145	2017	133	5.9145
326	asghar (2017)	"<table><tr><td>Authors:</td><td>asghar, muhammad rizwan; dan, gyorgy; miorandi, daniele; chlamtac, imrich</td></tr><tr><td>Title:</td><td>smart meter data privacy: a survey</td></tr><tr><td>Source:</td><td>ieee communications surveys and tutorials, 19(4), 2820-2835</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1109/comst.2017.2720195	-0.169	-0.2781	4	292	596	132	5.87	2017	132	5.87
327	rawat (2015)	"<table><tr><td>Authors:</td><td>rawat, danda b.; bajracharya, chandra</td></tr><tr><td>Title:</td><td>detection of false data injection attacks in smart grid communication systems</td></tr><tr><td>Source:</td><td>ieee signal processing letters, 22(10), 1652-1656</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1109/lsp.2015.2421935	-0.9477	-0.0901	3	344	541	132	5.4067	2015	132	5.4067
330	miglani (2020)	"<table><tr><td>Authors:</td><td>miglani, arzoo; kumar, neeraj; chamola, vinay; zeadally, sherali</td></tr><tr><td>Title:</td><td>blockchain for internet of energy management: review, solutions, and challenges</td></tr><tr><td>Source:</td><td>computer communications, 151, 395-418</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1016/j.comcom.2020.01.014	0.4261	-0.3253	4	238	621	131	8.0627	2020	131	8.0627
331	mahmoud (2019)	"<table><tr><td>Authors:</td><td>mahmoud, magdi s.; hamdan, mutaz m.; baroudi, uthman a.</td></tr><tr><td>Title:</td><td>modeling and control of cyber-physical systems subject to cyber attacks: a survey of recent advances and challenges</td></tr><tr><td>Source:</td><td>neurocomputing, 338, 101-115</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1016/j.neucom.2019.01.099	-0.6758	0.4816	2	587	2191	131	6.7257	2019	131	6.7257
335	wang (2018a)	"<table><tr><td>Authors:</td><td>wang, huaizhi; ruan, jiaqi; wang, guibin; zhou, bin; liu, yitao; fu, xueqian; peng, jianchun</td></tr><tr><td>Title:</td><td>deep learning-based interval state estimation of ac smart grids against sparse cyber attacks</td></tr><tr><td>Source:</td><td>ieee transactions on industrial informatics, 14(11), 4766-4778</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1109/tii.2018.2804669	-1.0067	-0.4339	3	357	1106	130	5.9081	2018	130	5.9081
336	cetinkaya (2017)	"<table><tr><td>Authors:</td><td>cetinkaya, ahmet; ishii, hideaki; hayakawa, tomohisa</td></tr><tr><td>Title:</td><td>networked control under random and malicious packet losses</td></tr><tr><td>Source:</td><td>ieee transactions on automatic control, 62(5), 2434-2449</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1109/tac.2016.2612818	-0.7252	0.5328	2	190	367	130	5.7811	2017	130	5.7811
339	chen (2012)	"<table><tr><td>Authors:</td><td>chen, pin-yu; cheng, shin-ming; chen, kwang-cheng</td></tr><tr><td>Title:</td><td>smart attacks in smart grid communication networks</td></tr><tr><td>Source:</td><td>ieee communications magazine, 50(8), 24-29</td></tr><tr><td>Year:</td><td>2012</td></tr></table>"	https://doi.org/10.1109/mcom.2012.6257523	-1.0259	-0.1699	3	292	435	130	3.3406	2012	130	3.3406
340	lee (2019a)	"<table><tr><td>Authors:</td><td>lee, jay; azamfar, moslem; singh, jaskaran</td></tr><tr><td>Title:</td><td>a blockchain enabled cyber-physical system architecture for industry 4.0 manufacturing systems</td></tr><tr><td>Source:</td><td>manufacturing letters, 20, 34-39</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1016/j.mfglet.2019.05.003	0.6169	-0.2365	1	130	200	129	6.623	2019	129	6.623
343	cram (2019)	"<table><tr><td>Authors:</td><td>cram, w. alec; d'arcy, john; proudfoot, jeffrey g.</td></tr><tr><td>Title:</td><td>seeing the forest <i>and</i> the trees: a meta-analysis of the antecedents to information security policy compliance</td></tr><tr><td>Source:</td><td>mis quarterly, 43(2), 525</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.25300/misq/2019/15117	0.7613	0.3894	5	62	315	128	6.5716	2019	128	6.5716
346	hong (2014)	"<table><tr><td>Authors:</td><td>hong, junho; liu, chen-ching; govindarasu, manimaran</td></tr><tr><td>Title:</td><td>integrated anomaly detection for cyber security of the substations</td></tr><tr><td>Source:</td><td>ieee transactions on smart grid, 5(4), 1643-1653</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.1109/tsg.2013.2294473	-0.2489	-0.1248	4	213	291	128	5.2175	2014	128	5.2175
347	zonouz (2012)	"<table><tr><td>Authors:</td><td>zonouz, saman; rogers, katherine m.; berthier, robin; bobba, rakesh b.; sanders, william h.; overbye, thomas j.</td></tr><tr><td>Title:</td><td>scpse: security-oriented cyber-physical state estimation for power grid critical infrastructures</td></tr><tr><td>Source:</td><td>ieee transactions on smart grid, 3(4), 1790-1799</td></tr><tr><td>Year:</td><td>2012</td></tr></table>"	https://doi.org/10.1109/tsg.2012.2217762	-0.8363	-0.1538	3	432	872	128	3.2892	2012	128	3.2892
350	olivella-rosell (2018)	"<table><tr><td>Authors:</td><td>olivella-rosell, pol; bullich-massague, eduard; aragues-penalba, monica; sumper, andreas; ottesen, stig odegaard; vidal-clos, josep-andreu; villafafila-robles, roberto</td></tr><tr><td>Title:</td><td>optimization problem for meeting distribution system operator requests in local flexibility markets with distributed energy resources</td></tr><tr><td>Source:</td><td>applied energy, 210, 881-895</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1016/j.apenergy.2017.08.136	0.0651	-0.2478	4	209	558	127	5.7718	2018	127	5.7718
351	mahjabin (2017)	"<table><tr><td>Authors:</td><td>mahjabin, tasnuva; xiao, yang; sun, guang; jiang, wangdong</td></tr><tr><td>Title:</td><td>a survey of distributed denial-of-service attack, prevention, and mitigation techniques</td></tr><tr><td>Source:</td><td>international journal of distributed sensor networks, 13(12)</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1177/1550147717741463	0.0342	-0.1434	4	242	330	127	5.6477	2017	127	5.6477
354	aslan (2020)	"<table><tr><td>Authors:</td><td>aslan, omer; samet, refik</td></tr><tr><td>Title:</td><td>a comprehensive review on malware detection approaches</td></tr><tr><td>Source:</td><td>ieee access, 8, 6249-6271</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1109/access.2019.2963724	1.0751	0.0949	1	170	287	126	7.755	2020	126	7.755
362	satchidanandan (2017)	"<table><tr><td>Authors:</td><td>satchidanandan, bharadwaj; kumar, p. r.</td></tr><tr><td>Title:</td><td>dynamic watermarking: active defense of networked cyber-physical systems</td></tr><tr><td>Source:</td><td>proceedings of the ieee, 105(2), 219-240</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1109/jproc.2016.2575064	-0.5655	0.3676	2	321	625	125	5.5587	2017	125	5.5587
364	hu (2016a)	"<table><tr><td>Authors:</td><td>hu, jiankun; vasilakos, athanasios v.</td></tr><tr><td>Title:</td><td>energy big data analytics and security: challenges and opportunities</td></tr><tr><td>Source:</td><td>ieee transactions on smart grid, 7(5), 2423-2436</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1109/tsg.2016.2563461	-0.8153	-0.2706	3	384	868	124	5.8962	2016	124	5.8962
372	zhao (2017a)	"<table><tr><td>Authors:</td><td>zhao, junbo; zhang, gexiang; la scala, massimo; dong, zhao yang; chen, chen; wang, jianhui</td></tr><tr><td>Title:</td><td>short-term state forecasting-aided method for detection of smart grid general false data injection attacks</td></tr><tr><td>Source:</td><td>ieee transactions on smart grid, 8(4), 1580-1590</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1109/tsg.2015.2492827	-1.0787	-0.2707	3	366	898	122	5.4253	2017	122	5.4253
374	friedberg (2015)	"<table><tr><td>Authors:</td><td>friedberg, ivo; skopik, florian; settanni, giuseppe; fiedler, roman</td></tr><tr><td>Title:</td><td>combating advanced persistent threats: from network event correlation to incident detection</td></tr><tr><td>Source:</td><td>computers & security, 48, 35-57</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1016/j.cose.2014.09.006	0.8736	0.1346	1	165	211	122	4.9971	2015	122	4.9971
378	verma (2020)	"<table><tr><td>Authors:</td><td>verma, abhishek; ranga, virender</td></tr><tr><td>Title:</td><td>machine learning based intrusion detection systems for iot applications</td></tr><tr><td>Source:</td><td>wireless personal communications, 111(4), 2287-2310</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1007/s11277-019-06986-8	0.9859	-0.0966	1	233	462	121	7.4472	2020	121	7.4472
379	tariq (2019)	"<table><tr><td>Authors:</td><td>tariq, noshina; asim, muhammad; al-obeidat, feras; zubair farooqi, muhammad; baker, thar; hammoudeh, mohammad; ghafir, ibrahim</td></tr><tr><td>Title:</td><td>the security of big data in fog-enabled iot applications including blockchain: a survey</td></tr><tr><td>Source:</td><td>sensors, 19(8)</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.3390/s19081788	0.7156	-0.2343	1	221	469	121	6.2122	2019	121	6.2122
381	pendleton (2017)	"<table><tr><td>Authors:</td><td>pendleton, marcus; garcia-lebron, richard; cho, jin-hee; xu, shouhuai</td></tr><tr><td>Title:</td><td>a survey on systems security metrics</td></tr><tr><td>Source:</td><td>acm computing surveys, 49(4)</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1145/3005714	0.8289	0.1713	1	123	231	121	5.3809	2017	121	5.3809
382	gamage (2020)	"<table><tr><td>Authors:</td><td>gamage, sunanda; samarabandu, jagath</td></tr><tr><td>Title:</td><td>deep learning methods in network intrusion detection: a survey and an objective comparison</td></tr><tr><td>Source:</td><td>journal of network and computer applications, 169</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1016/j.jnca.2020.102767	1.1837	0.0426	1	288	872	120	7.3857	2020	120	7.3857
384	thamilarasu (2019)	"<table><tr><td>Authors:</td><td>thamilarasu, geethapriya; chawla, shiven</td></tr><tr><td>Title:</td><td>towards deep-learning-driven intrusion detection for the internet of things</td></tr><tr><td>Source:</td><td>sensors, 19(9)</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.3390/s19091977	0.8506	-0.1085	1	150	245	119	6.1096	2019	119	6.1096
385	husak (2019)	"<table><tr><td>Authors:</td><td>husak, martin; komarkova, jana; bou-harb, elias; celeda, pavel</td></tr><tr><td>Title:</td><td>survey of attack projection, prediction, and forecasting in cyber security</td></tr><tr><td>Source:</td><td>ieee communications surveys and tutorials, 21(1), 640-660</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1109/comst.2018.2871866	1.0519	0.0619	1	195	287	119	6.1096	2019	119	6.1096
