id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Occurrences>	score<Avg. pub. year>	score<Avg. citations>	score<Avg. norm. citations>
18154	electronic health records	-0.8646	-0.8431	1	143	497	42	2019.0238	30.4762	1.1449
18168	electronic mail	-0.9605	-0.4333	1	342	1258	127	2018.1024	26.4094	0.9426
18180	electronic money	-0.8528	-0.2866	1	148	332	42	2018.0476	49.5952	1.7414
18352	embedded systems	0.5316	-0.0577	5	972	26039	2824	2018.1516	35.8477	1.246
18370	embeddings	-0.7365	0.2963	3	210	400	50	2020.2	21.12	0.9043
18446	emerging technologies	-0.0877	-0.2497	4	308	739	81	2018.8642	37.716	1.5055
18536	enabling technologies	-0.0046	-0.0368	4	241	475	47	2018.9787	106.5106	3.9031
18576	encryption	-0.2519	-0.1808	4	304	795	98	2018.6224	28.9184	1.0926
18676	energy	0.4804	0.0456	2	239	556	53	2020.1698	27.717	1.1628
18691	energy conservation	0.4454	0.016	4	186	324	35	2018.5429	42.0286	1.5594
18727	energy efficiency	0.4441	0.1847	4	474	1734	178	2018.4326	38.1854	1.4311
18762	energy management	0.9488	0.0678	2	310	803	70	2018.5286	36.2143	1.4621
18769	energy management systems	1.0056	0.0853	2	278	840	70	2018.9714	31.8	1.2055
18798	energy resources	1.0982	0.0291	2	336	1348	133	2018.594	30.6842	1.0651
18809	energy storage	1.1184	0.0512	2	160	415	37	2019.5135	27.7568	1.1938
18840	energy utilization	0.4218	0.2187	4	442	1623	158	2018.9494	36.1013	1.3877
18896	engineering education	-0.4008	-0.6852	1	346	1157	139	2017.8993	22.7338	0.8477
18927	engineering research	-0.3762	-0.6289	1	228	465	50	2017.38	25.86	0.8842
18943	engines	-0.2895	0.256	3	207	343	40	2018.15	33.675	1.1805
18990	ensemble learning	-0.9763	0.7627	3	240	697	70	2020.2429	25.7714	1.1654
19053	enterprise networks	-0.3438	0.2104	3	251	503	67	2016.6567	19.1343	0.6113
19096	entropy	-0.4301	0.1503	1	223	428	52	2018.8269	18.7885	0.7528
19276	equipment testing	0.7693	-0.4909	5	210	431	37	2016.1622	21.4865	0.6781
19303	error detection	-0.514	0.1132	1	208	398	38	2017.5789	27.6579	0.9036
19328	errors	-0.2948	0.6161	3	364	928	88	2018.8636	31.5795	1.282
19365	estimation	0.8924	0.4399	2	226	582	66	2017.3182	64.8788	2.1185
19398	ethereum	0.0368	0.169	4	176	360	41	2020.2927	19.8049	1.0192
19577	evaluation results	-0.4503	0.3723	3	232	443	52	2018.4231	31.6731	1.1351
19671	event-triggered	1.0997	0.4449	2	132	617	63	2021.3175	25.7937	1.3624
19676	event-triggered controls	1.0864	0.448	2	104	340	33	2020.9394	33.7879	1.5851
19738	evolutionary algorithms	-0.2026	0.5783	3	183	333	41	2018.3171	34.6585	1.3191
19903	experimental evaluation	-0.0979	0.4053	4	265	554	62	2017.4194	37.4677	1.2387
20100	extensive simulations	0.715	0.3265	2	233	482	54	2017.3889	34.4444	1.2059
20152	extraction	-0.8418	0.6122	3	273	727	72	2019.7222	23.9028	1.0559
20183	extreme learning machine	-0.7915	0.5338	3	166	372	33	2019.4545	32.2727	1.2118
20269	factory automation	0.4638	-0.5227	5	186	335	40	2016.9	22.65	0.724
20293	failure analysis	0.7036	-0.1677	2	206	387	38	2016.5	38.6579	1.2596
20378	false data injection	1.1677	0.1941	2	454	2402	229	2019.2882	34.2358	1.2883
20386	false data injection attack	1.1225	0.252	2	300	1157	107	2019.4393	43.028	1.5425
20389	false data injection attacks	1.1204	0.2333	2	509	3731	364	2019.3434	40.3736	1.4725
20423	false positive rates	-0.7	0.5987	3	346	1248	131	2018.7405	34.9008	1.2921
20508	fault detection	0.8115	0.1083	2	375	1116	117	2018.4103	45.5556	1.5622
20562	fault tolerance	0.633	0.0921	2	302	740	83	2017.8554	30.3133	1.0474
20661	feature engineerings	-0.8358	0.7684	3	211	524	47	2019.9574	30.6809	1.2422
20664	feature extraction	-0.8913	0.6977	3	575	4438	390	2019.5667	32.1769	1.32
20695	feature selection	-0.94	0.7178	3	339	1550	143	2019.5874	30.021	1.2728
20701	feature selection methods	-0.9448	0.7355	3	160	447	36	2018.8889	24.3889	0.9048
20725	features extraction	-0.8386	0.6456	3	304	1018	80	2021.45	15.9375	1.0355
20732	features selection	-0.9619	0.7245	3	195	641	50	2020.96	18.46	1.0586
20767	federated learning	-0.3836	0.7207	3	228	607	51	2021.6667	24.4706	1.5108
20820	female	-0.8868	-0.8015	1	183	842	71	2018.7606	28.7324	1.0554
20862	field programmable gate arrays (fpga)	0.2388	0.2046	5	240	597	65	2017.7846	14.8615	0.5422
20935	finance	-0.431	-0.4699	1	213	452	58	2018.0172	41.8448	1.4642
21160	firmware	0.2145	-0.0902	5	331	846	85	2018.0471	24.8941	0.9025
21329	flow control	0.2353	-0.6743	5	151	346	35	2019.1143	35.4857	1.4112
21356	flow visualization	-0.663	-0.2002	1	169	393	44	2016.3182	19.3182	0.6073
21422	fog	-0.2404	0.4081	4	302	927	83	2019.506	80.6265	2.8587
21425	fog computing	-0.2304	0.4059	4	373	1289	126	2019.8016	56.0714	2.0712
21493	forecasting	-0.5151	0.3524	3	594	2399	260	2018.85	23.9269	0.9015
21540	forensic investigation	-0.7507	-0.1011	1	182	454	58	2017.931	21.1724	0.7833
21565	forensics	-0.5076	-0.0879	1	168	340	40	2017.5	22.475	0.7827
21580	forestry	0.1218	-0.2159	5	367	987	97	2019.0103	22.7423	0.9312
21604	formal methods	0.3347	-0.34	5	216	494	65	2017.9385	17.6154	0.6181
21690	fpga	0.2402	0.2067	5	165	333	38	2018.3158	57.0789	2.709
22082	future research directions	0.0984	-0.0098	4	417	1062	108	2019.2593	84.9722	3.1145
22154	fuzzy inference	-0.1107	0.5658	3	170	355	37	2019.027	20.7838	0.8168
22162	fuzzy logic	-0.0757	0.5013	3	229	505	65	2018.7231	22.3077	0.8927
22204	fuzzy systems	-0.1004	0.5745	3	169	357	39	2018.8462	34.6667	1.3267
22291	game theory	0.5692	-0.0288	2	617	3328	415	2017.4699	26.1181	0.8799
22397	gateways (computer networks)	0.0623	0.2754	4	344	860	86	2017.6628	34.314	1.2267
22595	generative adversarial networks	-0.5462	0.8219	3	198	509	50	2020.98	29.56	1.3947
22649	genetic algorithm	-0.4034	0.6538	3	189	395	41	2019.439	32.3415	1.2836
22650	genetic algorithms	-0.3783	0.6448	3	350	945	94	2018.734	27.0532	0.9937
22737	geometry	0.2052	0.2895	4	178	377	43	2019.0465	19.3953	0.785
22876	global positioning system	0.439	0.5217	4	207	510	58	2019.0517	20.0345	0.8008
23017	government	-0.7491	-0.8282	1	183	456	46	2016.8478	38.5435	1.3082
23215	graph theory	0.6828	-0.0899	2	411	1229	141	2017.4113	42.0355	1.2789
23239	graphic methods	-0.3916	0.2261	3	354	864	105	2018.2095	22.9238	0.841
23319	green computing	0.3566	0.0825	4	240	527	48	2018.9375	34.1458	1.2748
23747	hardware	0.2107	-0.0145	5	396	1245	142	2016.2958	22.507	0.7042
23755	hardware and software	0.1903	-0.1638	5	260	548	63	2016.6825	20.127	0.6576
23812	hardware security	0.1935	0.0019	5	343	1003	111	2018.2703	19.4234	0.6754
23946	health	-0.6926	-0.6419	1	247	466	48	2018.3333	36.6667	1.39
23958	health care	-0.7147	-0.5756	1	563	2611	253	2019.415	40.7866	1.5895
23967	health care delivery	-0.8512	-0.8469	1	247	1071	78	2019.8718	34.3077	1.4564
23978	health care personnel	-0.8275	-0.8278	1	116	321	27	2019.0741	32.4074	1.1962
23989	health care system	-0.8382	-0.8463	1	132	420	29	2019.1379	34.3793	1.199
24071	health risks	-0.6546	-0.6138	1	340	848	85	2018.5529	46.7059	1.5133
24089	healthcare	-0.7268	-0.5875	1	332	973	106	2020.1226	35.4151	1.5878
24293	heuristic algorithms	0.0253	0.6635	3	258	532	52	2019.5769	36.6154	1.4688
24298	heuristic methods	-0.1633	0.6613	3	254	538	53	2019.1509	32.3019	1.1996
24335	hidden markov models	-0.103	0.65	3	270	582	57	2018.6491	22.3158	0.8954
24426	hierarchical systems	0.3027	-0.287	5	308	596	68	2017.3088	25.7794	0.9428
24762	ho-momorphic encryptions	-0.1988	0.2748	4	178	395	44	2019.1136	28.75	1.0866
24868	honeypot	-0.5253	0.0357	1	354	1090	139	2017.9928	23.1439	0.7898
24893	hospital	-0.8455	-0.8548	1	107	362	27	2019.1111	28.963	1.0961
24918	hospitals	-0.8427	-0.8564	1	218	597	50	2019.38	39.32	1.4846
24981	http	-0.6036	0.5724	3	262	707	76	2017.1316	27.6974	0.9581
25001	human	-0.8414	-0.8037	1	598	5188	476	2019.105	30.4139	1.1924
25059	human computer interaction	-0.5319	-0.553	1	352	952	116	2017.6724	38.1552	1.2597
25082	human engineering	-0.5529	-0.5967	1	268	799	120	2017.6333	22.1417	0.7604
25090	human experiment	-0.893	-0.7889	1	177	608	52	2019.3654	31.3846	1.2028
25096	human factors	-0.5528	-0.6004	1	181	463	66	2018.3636	20.0303	0.7411
25160	human resource management	-0.259	-0.606	1	240	471	65	2017.7538	16.9846	0.6172
25290	humans	-0.8516	-0.815	1	476	3630	323	2018.7152	30.1084	1.1665
25792	ids	-0.422	0.8426	3	381	1305	126	2018.6746	31.7222	1.2114
25827	iec 61850	1.0115	-0.2994	2	218	758	72	2017.1389	23.6528	0.7845
25884	ieee standards	0.6589	0.3662	2	239	552	55	2019.1273	19.1091	0.7463
25907	iiot	0.0673	-0.2585	5	548	2410	241	2020.3568	37.4689	1.5914
25990	image processing	-0.8666	0.4409	3	214	473	46	2018.9348	35.7391	1.3254
26279	in-vehicle networks	0.2116	0.6754	5	201	672	61	2018.5738	28.6885	1.185
26333	incident response	-0.4685	-0.4247	1	249	595	84	2018.2738	13.3929	0.546
26569	industrial control system	0.5841	-0.5684	5	734	6756	646	2018.1378	28.5186	0.9977
26580	industrial controls	0.5499	-0.5468	5	268	690	67	2017.5373	24.0299	0.8194
26626	industrial environments	0.0941	-0.5022	5	191	379	42	2019.4048	26.1667	1.1207
26654	industrial internet of thing	-0.3405	0.698	3	196	546	41	2022.122	12.4146	0.9021
26675	industrial management	0.0083	-0.7708	5	225	502	63	2015.6984	18.7143	0.5874
26681	industrial networks	0.41	-0.5132	5	177	375	38	2018.1579	26.7105	0.8714
26689	industrial plants	0.6453	-0.5599	5	205	446	44	2017.7045	28.0909	0.9776
26697	industrial processs	0.5093	-0.4966	5	236	558	51	2018.3725	33.1569	1.1572
26705	industrial research	0.3514	-0.6353	5	487	1816	175	2018.6971	35.6286	1.3682
26709	industrial revolutions	0.0083	-0.3891	4	270	663	68	2019.4265	37.1618	1.4572
26734	industrial systems	0.3191	-0.5304	5	257	582	64	2017.9219	32.3281	1.0825
26755	industry	-0.2825	-0.7019	1	300	700	78	2015.6026	60.9487	1.7532
26756	industry 4.0	0.0186	-0.442	4	552	2705	327	2020.0826	40.0581	1.6888
26901	informatics	-0.3902	-0.231	1	257	443	45	2019.4667	27.0222	1.112
26918	information analysis	-0.5585	-0.4222	1	334	1107	128	2016.1016	25.8516	0.8296
26926	information and communication technologies	0.5776	-0.3469	2	580	2291	235	2018.0936	36.4298	1.257
26938	information and communications technology	0.0152	-0.6372	1	211	399	42	2017.0952	31.1429	1.0464
26947	information assurance	-0.3911	-0.6628	1	183	394	60	2012.15	25.15	0.6812
27008	information dissemination	-0.6137	-0.439	1	466	1920	203	2017.3399	25.7291	0.8721
27026	information exchanges	0.0764	-0.1958	1	220	464	55	2017.7818	22.4182	0.8827
27065	information infrastructures	0.0522	-0.8209	5	184	377	47	2017.3191	16.5532	0.5804
27078	information management	0.042	-0.3181	4	791	4918	507	2017.8639	25.716	0.9671
27108	information processing	-0.8406	-0.783	1	189	464	37	2018.2432	39.2973	1.4264
27133	information retrieval	-0.6961	-0.2841	1	225	446	51	2015.9412	24.0392	0.7796
27145	information science	-0.6174	-0.326	1	301	749	95	2013.5368	22.7789	0.6493
27148	information security	-0.4407	-0.5693	1	661	3023	433	2016.9122	25.3741	0.8295
27242	information services	0.0487	-0.1375	4	413	1111	121	2017.5372	30.2727	1.0379
27244	information sharing	-0.5636	-0.43	1	298	1013	129	2016.814	24	0.7407
27269	information system	-0.7706	-0.8496	1	194	457	45	2015.8889	33.9111	1.0526
27280	information systems	-0.2327	-0.7029	1	606	2753	330	2016.9	19.6394	0.6753
27301	information technology	-0.3232	-0.7428	1	502	1945	253	2012.7391	41.0356	1.1626
27336	information theory	0.5108	-0.1046	2	232	424	48	2015.8958	52.2083	1.6628
27350	information use	-0.1278	-0.6578	1	511	1913	219	2018.3562	16.8858	0.612
27411	infrastructure as a service (iaas)	-0.2032	0.2237	4	186	342	33	2018.9394	54.7576	2.0361
27614	insider threat	-0.5812	-0.0459	1	244	538	83	2017.253	22.5542	0.7926
27736	insurance	-0.1405	-0.7386	1	261	750	100	2017.97	21.88	0.7663
27772	integer programming	0.9329	0.163	2	286	842	100	2018.59	27.75	0.9822
27815	integrated circuits	0.6497	-0.6046	5	256	764	69	2018.3043	36.1594	1.2267
27922	integration	0.1215	-0.345	5	262	479	53	2016.1509	36.1698	1.0954
28025	intelligent agents	0.4106	-0.0868	2	239	439	48	2016.4375	23	0.8217
28043	intelligent buildings	0.0537	0.0392	4	530	2264	211	2018.4597	40.4834	1.429
28051	intelligent computing	-0.3759	0.4565	3	269	590	63	2018.6825	16.2857	0.6319
28054	intelligent control	0.6288	-0.5933	5	490	2456	227	2016.9868	33.2687	1.0745
28081	intelligent electronic device	0.9947	-0.298	2	151	343	31	2017.2258	29.5484	0.9694
28186	intelligent systems	0.2978	0.5796	4	626	2827	285	2018.7404	27.6772	1.0942
28204	intelligent transportation systems	0.3103	0.5885	4	334	1031	90	2019.2444	38.9444	1.5621
28210	intelligent vehicle highway systems	0.3052	0.5967	4	328	1037	95	2019.2947	25.8737	1.1104
28334	interactive computer systems	0.6103	0.4436	2	378	1047	86	2019.4651	32.0698	1.2185
28641	internet	-0.5758	-0.5376	1	722	4428	533	2013.9831	40.3902	1.2453
28757	internet of thing	-0.1654	0.7818	4	252	737	62	2021.2097	17.0806	1.1499
28760	internet of thing (iot)	-0.1392	0.1454	4	636	3611	373	2019.0617	50.7105	1.8114
28829	internet protocols	0.0559	0.3717	4	676	3441	379	2017.3747	24.6807	0.8533
28843	internet security	-0.782	-0.2257	1	201	392	47	2016.8511	17.7021	0.702
28851	internet service providers	-0.29	0.1643	4	189	369	41	2016.561	29.3902	0.981
28859	internet technology	-0.8418	-0.1212	1	199	380	39	2017.3333	44.4872	1.5226
28874	internet users	-0.9951	-0.121	1	174	392	44	2017.1364	19.2045	0.758
28917	interoperability	0.125	-0.3032	4	405	1134	123	2018.0081	28.5935	1.0222
29052	intrusion detection	-0.4249	0.7647	3	949	20962	1992	2018.6195	34.9608	1.3398
29074	intrusion detection method	-0.3161	0.865	3	177	414	40	2018.825	40.6	1.4955
29076	intrusion detection models	-0.7307	1.012	3	167	489	41	2020.0244	35.561	1.6513
29082	intrusion detection system	-0.4444	0.8214	3	851	11561	1070	2019.0514	34.0664	1.3466
29148	intrusion-detection	-0.6289	0.9903	3	452	2655	210	2021.3476	16.0571	1.0282
29239	investments	0.084	-0.6973	1	415	1497	182	2017.011	24.5275	0.8424
29269	iot	-0.152	0.1914	4	961	22145	2439	2019.6494	36.8758	1.4677
29374	iot security	-0.2577	0.1083	4	267	788	88	2019.6477	30.75	1.2091
29684	it security	0.2077	-0.7482	5	159	366	48	2015.1042	28.5417	0.8124
29731	iterative methods	0.6573	0.2503	2	352	782	87	2018.3793	24.5517	0.9223
29777	jamming	0.8263	0.4905	2	258	751	86	2018.5581	33.5	1.1893
29780	jamming attacks	0.8566	0.4921	2	135	312	36	2018.9167	51.8333	1.8224
29818	job analysis	-0.6071	-0.0848	1	175	385	43	2018.8372	29.7674	1.1974
29922	k-means clustering	-0.6676	0.6228	3	203	469	45	2018.9778	15.9556	0.6279
29960	kalman filter	1.1101	0.3823	2	145	377	36	2019.0556	36.6944	1.411
29967	kalman filters	1.1062	0.3851	2	222	698	72	2019.0139	54.6111	2.0184
30204	knowledge acquisition	-0.7675	0.43	3	206	384	41	2018	22.8537	0.8335
30217	knowledge based systems	-0.3474	-0.1914	1	381	953	115	2017.2174	28.5304	0.948
30257	knowledge management	-0.3931	-0.3697	1	344	756	88	2017.6136	20.375	0.7459
30278	knowledge representation	-0.5431	-0.1771	1	158	349	50	2019.44	16.18	0.6392
30505	large dataset	-0.7682	0.6639	3	315	874	83	2020.3253	34.0843	1.5664
30540	large scale systems	0.6559	0.0002	2	283	584	63	2016.6825	25.8889	0.9087
30650	law enforcement	-0.5152	-0.422	1	255	521	72	2014.0972	27.0417	0.8294
30660	laws and legislation	-0.6151	-0.5092	1	243	552	76	2014.8289	26.6184	0.8824
30741	learning	-0.5978	-0.5951	1	211	385	44	2018.9318	22.5455	0.827
30746	learning algorithms	-0.7602	0.634	3	779	7953	695	2019.3885	33.4763	1.3157
30754	learning approach	-0.5333	0.8834	3	289	756	69	2020.058	28.5072	1.218
30803	learning models	-0.6953	0.8777	3	233	607	59	2020.9492	23.2373	1.167
30835	learning systems	-0.7274	0.6138	3	899	14823	1316	2019.0707	37.0479	1.4159
30837	learning techniques	-0.6452	0.8712	3	290	875	73	2020.0137	30.0822	1.3127
30888	legacy systems	0.4986	-0.5917	5	292	774	74	2018.1892	30.7838	1.1379
31037	life cycle	-0.0481	-0.483	5	505	1570	186	2018.5323	21.914	0.8003
31233	linear matrix inequalities	1.091	0.4385	2	161	754	82	2020.2683	32.6829	1.4168
31289	linear systems	0.8964	0.3308	2	135	381	47	2019.1277	44.383	1.4903
31377	literature review	-0.1873	-0.6519	1	175	317	41	2020.2195	37.0732	1.5418
31379	literature reviews	-0.1988	-0.6433	1	325	797	94	2019.4894	36.5638	1.4499
31449	load frequency control	1.2893	0.3542	2	102	353	28	2020.0714	22	1.0388
31475	load-frequency control	1.2904	0.3509	2	127	537	43	2019.4186	34.5581	1.3396
31593	location	0.5181	0.3545	2	225	408	44	2019.3864	20.6591	0.8213
31738	logistic regression	-0.9681	0.6599	3	196	540	47	2020.4255	21.9574	0.9896
31785	long short-term memory	-0.5273	0.9526	3	503	2678	223	2020.5605	27.0135	1.2025
31886	losses	-0.031	0.1734	2	494	1545	154	2018.7013	31.7208	1.2252
31944	low power electronics	0.1692	0.535	4	178	425	43	2018.6977	26.7674	1.0378
32032	lstm	-0.6056	0.9563	3	206	540	48	2020.6667	23.4167	1.1051
32063	lyapunov functions	1.0776	0.4337	2	143	507	54	2020.3333	29.4074	1.3058
32139	machine learning	-0.8203	0.5115	3	923	17996	1826	2020.0022	31.5975	1.3533
32148	machine learning algorithms	-1.0193	0.7333	3	213	625	52	2020.7692	18.9038	0.9792
32155	machine learning approaches	-0.8788	0.7427	3	319	1116	103	2019.4466	35.7864	1.3957
32172	machine learning methods	-0.9321	0.6034	3	338	1220	110	2019.1727	44.8182	1.5892
32174	machine learning models	-0.8805	0.5895	3	357	1294	122	2020.082	30.2869	1.2891
32182	machine learning techniques	-0.8866	0.5372	3	532	2615	234	2019.1709	36.2393	1.3862
32228	machinery	0.3229	-0.5838	5	214	384	39	2017.8462	20.4615	0.7823
32332	male	-0.8826	-0.8007	1	204	894	73	2018.7808	33.2466	1.2071
32338	malicious activities	-0.6001	0.4209	3	456	1518	161	2017.6087	26.2422	0.928
32344	malicious attack	0.5383	0.4669	2	398	991	105	2018.1143	26.1714	0.9982
32425	malicious traffic	-0.5263	0.6734	3	182	399	44	2018.2045	31.2045	1.1636
32457	malware	-0.8324	0.267	3	868	11087	1225	2018.4841	29.8547	1.0992
32459	malware analysis	-0.8971	0.29	3	193	542	68	2018.2353	19.6912	0.7311
32473	malware classifications	-1.0173	0.5777	3	147	486	52	2019.3846	39.6923	1.5096
32478	malware detection	-0.9379	0.4487	3	403	2140	223	2019.1973	32.1345	1.2831
32525	malwares	-0.929	0.3453	3	350	1221	121	2017.1736	26.2893	0.9901
32536	man in the middle attacks	0.7679	0.0542	2	239	555	57	2018.4035	24.3158	0.8693
32539	man machine systems	0.5366	-0.5933	5	299	745	72	2018.5278	36.875	1.3297
32679	manufacture	0.2238	-0.6437	5	434	1553	178	2018.4101	33.8371	1.1898
32957	markov processes	0.8145	0.317	2	430	1585	172	2017.9012	30.0581	1.0495
33104	mathematical models	0.3934	-0.1337	2	266	580	65	2012.1846	48.3846	1.4226
33133	matlab	0.8642	0.05	2	236	530	50	2019.12	24.8	0.9383
33144	matrix algebra	0.7022	0.2195	2	197	362	45	2018.6	26.4	1.0171
33423	medical computing	-0.7364	-0.547	1	200	388	37	2018.6757	24.6486	1.0189
33456	medical devices	-0.6576	-0.6857	1	221	556	62	2018.1613	36.1129	1.1966
33489	medical imaging	-0.7654	-0.4541	1	156	325	34	2021	26.4412	1.4217
33493	medical information	-0.8352	-0.8147	1	161	408	30	2018.8667	31.3667	1.1689
33495	medical information system	-0.8306	-0.8521	1	108	290	21	2017.9048	36.619	1.2483
33527	medical services	-0.7615	-0.4408	1	170	384	29	2021.4483	20.9655	1.2137
33593	memory architecture	-0.1349	0.5964	3	231	493	46	2018.3478	37.6304	1.301
33677	mercury (metal)	-0.26	0.6682	3	462	1877	167	2015.9521	56.7784	1.7338
33792	metadata	-0.4179	-0.0701	1	334	748	71	2018.7887	32.6761	1.3876
33880	mhealth	-0.7778	-0.5544	1	211	468	42	2019.0714	28.2381	1.1314
33892	micro grid	1.1035	0.0787	2	230	754	76	2018.0658	38.0263	1.322
33933	microgrid	1.1003	0.1029	2	336	1258	120	2020.1667	27.2833	1.1873
33956	microgrids	1.0898	0.1003	2	319	1205	131	2020.0992	35.3435	1.509
34007	middleware	0.0684	-0.0245	4	252	528	65	2015.8154	24.8462	0.8014
34041	military applications	0.3779	0.4758	4	272	569	60	2017.85	28.5167	1.0242
34046	military communications	-0.1103	-0.1859	1	273	625	77	2015.013	16.8182	0.4926
34097	military vehicles	0.3963	0.4954	4	170	365	33	2019.2727	23.1818	0.9689
34328	mitigation strategy	0.1558	-0.3988	5	283	560	66	2018.3939	33.8333	1.1349
34330	mitigation techniques	0.2694	-0.259	5	185	362	39	2018.5128	45.8462	1.5678
34455	mobile applications	-0.8136	-0.5075	1	187	389	44	2018.2727	30.0682	1.148
34489	mobile computing	-0.3555	-0.0831	1	238	446	46	2016.413	29.2609	0.9594
34515	mobile devices	-0.6615	-0.0833	1	288	775	86	2015.4186	25.407	0.7736
34593	mobile security	-0.6772	0.1796	3	630	2959	318	2017.5	28.0818	0.9816
34611	mobile telecommunication systems	-0.0277	0.2739	4	492	1599	163	2017.7423	26.8344	0.9438
34651	modbus	0.733	-0.5138	5	169	395	30	2018.8333	21.8333	0.807
34692	model checking	0.3296	-0.3483	5	244	559	70	2017.8	21.3	0.7402
34749	model predictive control	1.0691	0.3575	2	150	335	40	2020.45	24.375	1.1572
34861	modeling	0.3233	-0.4728	5	271	517	63	2017.5873	23.1111	0.8214
34920	models	0.3275	-0.4672	5	331	751	92	2015.087	34.7174	0.9895
35056	monitoring	0.4005	0.077	4	618	2338	241	2017.2573	33.2531	1.1049
35062	monitoring and control	0.9317	-0.1414	2	229	514	48	2017.4583	40.9167	1.4016
35102	monitoring system	0.4413	0.1006	4	241	483	46	2017.3913	24.4565	0.8584
35124	monte carlo methods	0.9745	0.1497	2	221	519	57	2018.193	17.3333	0.628
35175	motivation	-0.7161	-0.7859	1	195	483	67	2018.6716	43.8955	1.428
35209	moving target defense	0.3735	0.1293	2	324	923	134	2018.194	22.4701	0.8294
35251	multi agent systems	0.6992	0.0882	2	456	1501	176	2017.9886	22.9886	0.8951
35351	multi-class classification	-0.8306	0.9071	3	150	442	37	2019.6757	40.8919	1.7977
35737	multilayer neural networks	-0.6814	0.8501	3	275	790	66	2020.4091	28.7879	1.3121
36118	mutual authentication	0.2246	0.2661	4	150	412	40	2019.85	35.175	1.5049
36209	nash equilibria	0.5965	-0.0306	2	160	342	41	2016.878	25.5366	0.8191
36278	national infrastructure	0.4918	-0.7256	5	197	417	44	2017.2955	18.4545	0.6454
36287	national institute of standards and technology	0.1035	-0.6499	1	165	333	39	2017.2308	27.0769	0.9365
36302	national security	-0.2189	-0.579	1	549	2043	271	2016.31	24.8376	0.7895
36356	natural language processing	-1.0008	0.2191	3	253	817	94	2019.8511	21.6596	0.9046
36358	natural language processing systems	-0.9941	0.2212	3	309	1188	131	2019.4656	26.9771	1.0551
36438	nearest neighbor search	-0.9238	0.773	3	354	1367	107	2020.2336	23.3551	1.0528
36559	network	0.1573	-0.0825	5	236	457	47	2018.0638	25.6809	0.9179
36586	network anomaly detection	-0.5055	0.8484	3	184	420	43	2018.4419	52.186	1.7695
36591	network architecture	0.1055	0.3471	4	806	5792	540	2018.463	43.5389	1.5747
36594	network attack	-0.5443	0.7408	3	231	552	60	2019.0333	22.9833	0.9002
36637	network communications	0.2923	0.3102	4	225	398	38	2018.0789	25.3158	0.8895
36711	network environments	-0.3229	0.5701	3	196	361	41	2017.9512	17.6585	0.6467
36741	network function virtualization	-0.0346	0.4761	4	295	941	91	2018.1758	33.7143	1.1953
36762	network infrastructure	-0.1143	0.3571	3	252	487	52	2018	20.6154	0.7976
36776	network intrusion detection	-0.721	0.9499	3	318	1421	132	2019.2045	35.8561	1.3907
36782	network intrusion detection systems	-0.7008	0.9242	3	316	1220	111	2019.6126	34.7658	1.4476
36787	network intrusions	-0.6508	0.9122	3	193	473	43	2019.1628	42.4651	1.5744
36797	network layers	0.4682	0.4431	4	571	2159	211	2018.2133	31.1659	1.1117
36872	network protocols	0.3506	0.0325	4	539	1938	186	2014.9946	42.7688	1.347
36911	network security	0.1786	0.3444	2	998	68987	7497	2018.5265	28.7183	1.0735
37012	network topology	0.7976	0.1402	2	236	500	61	2018.3279	25.4918	0.8794
37017	network traffic	-0.6787	0.728	3	381	1512	167	2018.3293	28.1257	1.0513
37103	networked control systems	0.9989	0.3801	2	406	1828	202	2018.2723	47.2277	1.5896
37178	networks (circuits)	0.1615	-0.0815	5	238	428	43	2016.093	111.093	3.004
37188	networks security	-0.4629	0.8988	3	285	919	85	2020.5294	12.7176	0.7844
37207	neural network	-0.7524	0.7928	3	260	726	68	2018.8235	34.4559	1.3078
37232	neural networks	-0.6191	0.7531	3	653	3860	364	2019.011	30.1786	1.1593
37240	"neural networks, computer"	-0.8099	0.7902	3	187	509	32	2021.4688	19.1875	1.2114
37244	neural-networks	-0.7084	0.8013	3	268	787	67	2021.2985	13.791	0.7998
37764	normal operations	0.8039	-0.1469	2	197	361	38	2017.5	20.0789	0.6978
37866	nuclear energy	0.59	-0.6623	5	146	352	34	2017.9412	17.5882	0.6031
37872	nuclear fuels	0.5927	-0.6598	5	200	516	47	2019.1702	13.8723	0.5526
37888	nuclear power plants	0.5901	-0.6582	5	226	623	62	2018.0161	13.9194	0.5282
37945	numerical methods	1.0577	0.4389	2	225	686	80	2019.6	28.175	1.1297
38496	online systems	-0.4514	-0.1442	1	354	849	95	2017.4842	25.7895	0.9017
38532	ontology	-0.3944	-0.3122	1	310	873	130	2017.4692	21.8769	0.729
38626	open source software	-0.1598	-0.2337	5	339	870	106	2018.5	21.3113	0.7975
38641	open systems	-0.1469	-0.231	5	396	1036	117	2018.5812	20.7863	0.7815
38858	operational technologies	0.4302	-0.65	5	302	778	76	2019.4211	14.1447	0.5875
39118	optimisations	0.0861	0.6555	2	320	784	65	2021.4769	14.6923	0.9239
39124	optimization	0.5407	0.1785	2	574	2180	230	2018.0913	27.8696	1.0703
39230	organization and management	-0.815	-0.8497	1	150	557	47	2016.4681	30.383	0.9767
39404	outages	1.1831	-0.0992	2	391	1529	146	2018.5137	32.2671	1.1107
39670	pandemic	-0.8526	-0.8316	1	116	337	38	2020.8421	34.4474	1.5628
