id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Occurrences>	score<Avg. pub. year>	score<Avg. citations>	score<Avg. norm. citations>
28421	reinforcement learning (rl)	0.4933	0.2228	3	71	97	10	2021	16.1	1.9723
28475	reliability	0.5183	-0.3223	2	367	985	144	2019.875	22.3542	1.4288
28477	reliability assessment	0.7545	-0.5845	2	94	188	27	2019.9259	27.8148	1.6707
28577	remote state estimation	1.0979	-0.175	2	69	182	40	2019.275	36.75	1.9188
28590	renewable energy	0.5919	-0.518	2	181	367	53	2019.9811	30.3396	2.1021
28600	renewable energy sources	0.8263	-0.4444	2	116	193	26	2020.6154	12.7308	1.1534
28660	reputation	-0.4354	-0.126	1	116	221	38	2019.4211	23.8421	1.2681
28676	requirements	-0.1799	-0.3284	5	183	374	66	2018.9697	22.9545	1.2286
28692	research agenda	-0.9939	-0.3603	1	73	107	12	2021.3333	25.5833	2.0556
28751	resilience	0.1979	-0.5174	2	445	1486	242	2019.8388	17.2107	1.2293
28779	resiliency	0.6428	-0.0139	2	121	211	37	2018.9459	10.4054	0.8084
28783	resilient	1.04	-0.1271	2	94	142	18	2020.1111	22.3333	1.3802
28791	resilient control	1.0675	-0.1687	2	172	548	81	2020.2716	35.4444	2.5384
28855	resource management	0.4272	0.1715	3	128	218	28	2020.4286	11.5357	0.9777
28861	resource-allocation	0.4737	0.45	3	84	132	19	2019.9474	67.4211	3.5441
28870	resources	-0.5073	-0.504	1	78	110	17	2019.4118	30.4118	2.2368
28952	reverse engineering	-0.0935	0.5569	4	74	117	29	2019.2069	11.2069	0.6529
28962	review	-0.3901	-0.3587	1	126	222	27	2020.037	51.7037	3.3715
29027	risk	-0.8378	-0.4607	1	408	1497	299	2019.4247	17.2308	0.9989
29029	risk analysis	-0.1995	-0.464	5	193	428	104	2018.8558	17.9904	1.0808
29038	risk assessment	-0.1616	-0.5448	5	278	828	215	2018.7302	13.7163	0.7927
29091	risk management	-0.6201	-0.534	1	331	1037	212	2019.0377	14.0519	0.8484
29103	risk mitigation	0.1926	-0.6024	2	78	124	24	2019.8333	10.6667	0.6872
29142	risk-assessment	0.1454	-0.602	5	146	268	35	2020.1429	25.3143	2.424
29154	risk-management	-0.6344	-0.4558	1	102	175	25	2019.88	24.8	1.8261
29160	risks	-0.8868	-0.3836	1	153	251	46	2020.1522	27.1739	1.5838
29205	roads	0.4117	0.4571	3	72	100	12	2020.5	9.6667	0.7911
29227	robot sensing systems	0.6243	0.1598	3	95	153	20	2021.45	10.55	1.1194
29244	robotics	-0.6144	0.2029	3	56	101	25	2019.16	13.88	1.007
29251	robots	0.6157	0.161	3	95	154	23	2020.3913	12.5217	1.2334
